oem151.inf	C:\Windows\System32\DriverStore\FileRepository\samsungosdservice.inf_arm64_3f053c852a460b82\samsungosdservice.inf	Samsung Electronics Co.,Ltd.	2019-12-21	1.0.0.7	SoftwareComponent	Software components	False
oem152.inf	C:\Windows\System32\DriverStore\FileRepository\secpmic3p.inf_arm64_839a8b4377736cd9\secpmic3p.inf	Samsung Electronics Co,.Ltd.	2019-09-05	16.46.49.654	System	System devices	True
oem164.inf	C:\Windows\System32\DriverStore\FileRepository\space_pahp.inf_arm64_9a519109a705633d\space_pahp.inf	Samsung Electronics Co., Ltd.	2021-11-24	1.0.2.0	Firmware	Firmware	True
oem14.inf	C:\Windows\System32\DriverStore\FileRepository\space_pahp.inf_arm64_aece7e02bcede993\space_pahp.inf	Samsung Electronics Co., Ltd.	2024-12-26	1.0.2.3	Firmware	Firmware	True
oem154.inf	C:\Windows\System32\DriverStore\FileRepository\sx9360grip.inf_arm64_79e51c9fe44d8c96\sx9360grip.inf	Samsung Electronics Co., Ltd.	2019-10-17	1.0.0.3	Sensor	Sensors	False
oem155.inf	C:\Windows\System32\DriverStore\FileRepository\tpadfwupdatesrvinstall.inf_arm64_fb0adf4622054fc4\tpadfwupdatesrvinstall.inf	Samsung Electronics Co.,Ltd.	2020-06-21	1.0.0.13	SoftwareComponent	Software components	False
oem156.inf	C:\Windows\System32\DriverStore\FileRepository\tpadhelper.inf_arm64_09156bfefa33813f\tpadhelper.inf	Samsung Electronics Co.,Ltd.	2019-12-16	1.0.0.6	HIDClass	Human Interface Devices	True
oem157.inf	C:\Windows\System32\DriverStore\FileRepository\tsphelper.inf_arm64_653c3c1cd5d28adc\tsphelper.inf	Samsung Electronics Co.,Ltd.	2019-08-13	1.0.0.2	HIDClass	Human Interface Devices	True
oem158.inf	C:\Windows\System32\DriverStore\FileRepository\ucmem.inf_arm64_285604482f92f629\ucmem.inf	Samsung Electronics Co., Ltd.	2019-07-11	10.16.16.68	USB	Universal Serial Bus controllers	True
oem159.inf	C:\Windows\System32\DriverStore\FileRepository\ufnserialcomposite.inf_arm64_f76f92fc9a614aff\ufnserialcomposite.inf	Qualcomm	2020-03-20	1.0.1040.0	Ports	Ports (COM & LPT)	True
oem160.inf	C:\Windows\System32\DriverStore\FileRepository\vhidevent.inf_arm64_a755923fe7030295\vhidevent.inf	Samsung Electronics Co.,Ltd.	2019-03-15	1.0.0.1	HIDClass	Human Interface Devices	True
oem171.inf	C:\Windows\System32\DriverStore\FileRepository\wintun.inf_arm64_6e9942c90dfe5408\wintun.inf	WireGuard LLC	2021-10-13	0.14.0.0	Net	Network adapters	False
oem161.inf	C:\Windows\System32\DriverStore\FileRepository\wlsar.inf_arm64_8405710f50e1e829\wlsar.inf	Samsung Electronics Co., Ltd.	2019-08-12	16.0.30.81	System	System devices	True
